Filename,Doi,Abstract,Materials
Jonghwan Kim  - 2012 - Electrical Control of Optical Plasmon Resonance with Graphene.txt,[https://doi.org/10.1038/nphoton.2012.271],"[This article demonstrates electrical control of plasmon resonance in a hybrid graphene-gold nanorod structure, achieving modulation of resonance frequency, quality factor, and scattering intensity through electrostatic gating of graphene, enabling active plasmonic devices at subwavelength scales.]","[Au,Si,SiO2]"
Jonghwan Kim  - 2012 - Electrical Control of Plasmon Resonance with Graphene.txt,[https://doi.org/10.1038/nphoton.2012.271],"[This article demonstrates electrical control of plasmon resonance in a hybrid graphene-gold nanorod structure, achieving modulation of resonance frequency, quality factor, and scattering intensity through electrostatic gating of graphene, enabling active optical devices at sub-wavelength scales.]","[Au,Si,SiO2]"
Jonghwan Kim  - 2013 - Electrical control of optical plasmon resonance with graphene.txt,[https://doi.org/10.1038/nphoton.2012.271],"[This article demonstrates electrical control of plasmon resonance in a hybrid graphene-gold nanorod structure, achieving modulation of resonance frequency, quality factor, and scattering intensity through electrostatic gating of graphene, enabling active plasmonic devices at subwavelength scales.]","[Au,Si,SiO2]"
Jongwon Lee  - 2014 - Giant nonlinear response from plasmonic metasurfaces coupled to intersubband transitions.txt,[https://doi.org/10.1038/nature13455],"[This article demonstrates a plasmonic metasurface coupled with intersubband transitions in semiconductor heterostructures, achieving a record-high nonlinear susceptibility of over 5×10^4 pm/V for second harmonic generation at 8 μm wavelength, enabling efficient frequency mixing and optical control with relaxed phase-matching conditions.]","[Au,Pt,InP,InGaAs,AlInAs,Ti]"
Jongwon Lee  - 2014 - Ultrafast Electrically Tunable Polaritonic Metasurfaces.txt,[https://doi.org/10.1002/adom.201400185],"[This article demonstrates a plasmonic metasurface device using InGaAs/AlInAs coupled quantum wells and complementary nanocross arrays, achieving over 30% absorbance modulation at 7.12 μm wavelength with ultrafast response times limited only by the RC circuit constant, enabling high-speed optical switching applications.]","[InGaAs,AlInAs,Au,InP]"
"Jong‐Hong Lu  - 2016 - High-Performance, Semitransparent, Easily Tunable Vivid Colorful Perovskite Photovoltaics Featuring.txt",[https://doi.org/10.1021/acs.jpcc.5b11144],"[This study developed semitransparent perovskite photovoltaic cells with vivid colors using Ag/ITO/Ag microcavity structures, achieving a power conversion efficiency of 7.2% for yellow devices and demonstrating high stability with maintained performance after 70 days in storage.]","[ITO,Ag,PVSK,PCBM,PEDOT:PSS]"
Joni Vehmas  - 2012 - Eliminating Electromagnetic Scattering from Small Particles.txt,[https://doi.org/10.1109/TAP.2013.2283606],"[This article analyzes conditions for zero electromagnetic scattering by electrically small bi-anisotropic particles, focusing on uniaxial symmetry and deriving zero backscattering and forward scattering conditions for omega, moving, chiral, and Tellegen particles, with numerical examples demonstrating practical realizations.]",[PEC]
Joni Vehmas  - 2014 - Omega Transmission Lines with Applications to Effective Medium Models of Metamaterials.txt,[],"[This article explores the realization of omega media using periodically loaded transmission lines, comparing wave impedance properties and deriving conditions for omega-like response, with implications for metamaterial and metasurface homogenization.]",[]
Joo Yull Rhee  - 2014 - Metamaterial-based perfect absorbers.txt,[https://doi.org/10.1080/09205071.2014.929733],"[This article reviews recent progress in metamaterial-based perfect absorbers (MMPAs) operating across GHz, THz, and infrared/visible ranges, highlighting their design principles, performance metrics, and potential applications in areas like sensing, thermal imaging, and solar energy harvesting.]","[Au,Al,Si,Al2O3,ZnSe,Si3N4,Ti,Pd]"
Jorge Parra  - 2021 - Toward Nonvolatile Switching in Silicon Photonic Devices.txt,[https://doi.org/10.1002/lpor.202000501],"[This article reviews and compares various approaches for enabling nonvolatile switching in silicon photonic integrated circuits, focusing on device engineering and material integration to achieve bistable optical states with low energy consumption and high performance.]","[Si,SiO2,Au,ITO,VO2,GST,BTO,PZT]"
Jos E. Boschker  - 2017 - Textured Sb2Te3 films and GeTeSb2Te3 superlattices grown on amorphous substrates by molecular beam.txt,[2158-3226/2017/7(1)/015106/8],"[This article demonstrates the growth of textured Sb2Te3 and GeTe/Sb2Te3 superlattices on amorphous carbon and SiO2 substrates using molecular beam epitaxy, achieving improved out-of-plane alignment through surface preparation techniques like Ar+ ion sputtering and electron beam exposure, with potential applications in phase change memory and thermoelectric devices.]","[Si,C,SiO2,Sb2Te3,GeTe,W]"
Joseph R. Cole  - 2006 - Optimized plasmonic nanoparticle distributions for solar spectrum harvesting.txt,[https://doi.org/10.1063/1.2360918],"[This article determines optimal distributions of plasmonic nanoparticles (nanospheres and nanoshells) for absorbing or scattering the solar spectrum, achieving higher efficiency than conventional materials like black paint or TiO?, with potential applications in solar energy harvesting.]","[Au,Ag,SiO2,Si,TiO2]"
"Joshua D. Caldwell  - 2015 - Low-loss, infrared and terahertz nanophotonics using surface phonon polaritons.txt",[10.1515/nanoph-2014-0003],"[This article reviews the excitation of surface-phonon-polariton (SPhP) modes in polar dielectric crystals, focusing on their low-loss properties and potential applications in nanophotonics and metamaterials for the mid-infrared to terahertz spectral ranges.]","[SiC,BN,GaAs,InP,AlN,ZnO,Al2O3,BaF2,InAs,InSb]"
Joshua D. Caldwell  - 2016 - Atomic-scale photonic hybrids for mid-infrared and terahertz nanophotonics.txt,[https://doi.org/10.1038/NNANO.2015.305],"[This article explores electromagnetic hybrids (EMHs) combining surface plasmon polaritons (SPPs) and surface phonon polaritons (SPhPs) to achieve active, low-loss polaritonic systems, demonstrated through graphene/hBN heterostructures with tunable infrared properties and extended propagation lengths.]","[Ag,SiC,SiO2,hBN,Bi2Se3,Bi2Te3,MoS2,WS2,GaAs,AlAs,GaN,AlN,InAs,InSb,CdS,CdTe]"
Joshua R. Hendrickson  - 2012 - Wideband perfect light absorber at midwave infrared using multiplexed metal structures.txt,[],"[This article demonstrates a wide-band perfect light absorber in the mid-wave infrared region using multiplexed gold metal squares on a dielectric spacing layer, achieving over 98% absorption across a broad spectral band centered at 3.45 μm, with applications in enhanced optical sensing and imaging.]","[Au,MgF2,Si,Ti]"
Joshua R. Hendrickson  - 2018 - Coupling of Epsilon-Near-Zero Mode to Gap Plasmon Mode for Flat-Top Wideband Perfect Light Absorptio.txt,[https://doi.org/10.1021/acsphotonics.8b01549],"[This article demonstrates a flattop wideband perfect light absorber by coupling the gap plasmon mode of a metal-insulator-metal structure to the epsilon-near-zero (ENZ) mode in a 12 nm indium tin oxide (ITO) nanolayer, achieving >98% absorption over a 240 nm bandwidth centered at 1550 nm.]","[TiN,SiO2,ITO,Au]"
José‐Francisco Salinas  - 2012 - Optical design of transparent thin metal electrodes to enhance in-coupling and trapping of light in.txt,[https://doi.org/10.1002/adma.201203099],"[This article demonstrates the use of high refractive index TeO? combined with ultrathin Ag films as transparent electrodes in flexible polymer solar cells, achieving enhanced light trapping and higher power conversion efficiency (6.6% on glass, 5.8% on plastic) compared to ITO-based devices, while maintaining excellent bending stability.]","[TeO?,Ag,PEN,Glass,PEDOT:PSS,PIDT-PhanQ,PC71BM,C70-bis]"
Journal of the American Ceramic Society - 2023 - Ashofteh - Role of nano‐zones in enhancing the performance of YSZ coatings.txt,[https://doi.org/10.1111/jace.19520],"[This article investigates the performance of nano-structured yttria-stabilized zirconia (YSZ-N) thermal barrier coatings, demonstrating that nano-zones (NZs) reduce oxygen permeability and thermally grown oxide (TGO) layer thickness, while enhancing thermal shock resistance compared to conventional YSZ coatings.]","[YSZ,CoNiCrAlY,Al2O3]"
Juan Du  - 2017 - Phosphorene quantum dot saturable absorbers for ultrafast fiber lasers..txt,[https://doi.org/10.1038/srep42357],"[This article demonstrates the fabrication of ultrasmall phosphorene quantum dots (PQDs) for use as saturable absorbers in ultrafast fiber lasers, achieving stable mode-locked pulses with a duration of 0.88 ps and highlighting their potential for future photonic technologies.]","[PQD,Er,Si]"
Judson D. Ryckman and Judson D. Ryckman - 2017 - Random Coherent Perfect Absorption with 2D Atomic Materials Mediated by Anderson Localization.txt,[https://doi.org/10.1021/acsphotonics.1c01234],"[This article introduces random coherent perfect absorption (RCPA) achieved by embedding a single-layer 2D atomic material (e.g., graphene) in a disordered dielectric medium, enabling >99.9% absorption with Q-factors ranging from ~102 to 10? and unique phenomena like Fano resonances and angle-selective perfect absorption.]",[graphene]
Juhyuk Park  - 2019 - Hydrodynamic Metamaterial Cloak for Drag-Free Flow..txt,[https://doi.org/10.1103/PhysRevLett.123.074502],"[This article proposes a hydrodynamic metamaterial cloak designed to conceal an object in creeping flow by guiding viscous forces, achieving drag-free flow and minimal disturbance in flow fields, as demonstrated through numerical simulation and experimental validation in a microfluidic device.]","[Si,PDMS]"
Julia Braun  - 2009 - How Holes Can Obscure the View Suppressed Transmission through an Ultrathin Metal Film by a Subwave.txt,[10.1103/PhysRevLett.103.203901],"[This article investigates the transmission through an ultrathin semitransparent Au film with a subwavelength hole array, observing suppressed transmission compared to the closed film, contrary to the enhanced transmission typically seen in thicker opaque films.]","[Au,Cr,BK7]"
Juliane Mayr  - 2018 - Unravelling the Role of O-glycans in Influenza A Virus Infection.txt,[https://doi.org/10.1038/s41598-018-34175-3],"[This article investigates the binding properties of sialylated Galβ(1,3)GalNAc O-glycoforms with influenza A virus (IAV) strains, revealing strain-specific preferences for α(2,3)- or α(2,6)-linked Neu5Ac and demonstrating their role in viral infection and neutralization, particularly for avian H5N1 and human H1N1/H3N2 subtypes.]","[Neu5Ac,GalNAc,Gal,Glc,GlcNAc,Ser,Thr]"
Juliano G. Hayashi  - 2019 - Fabrication of Soft-Glass-Based Wire Array Metamaterial Fibers for Applications at Infrared Frequenc.txt,[https://doi.org/10.1109/JLT.2019.2926808],"[This article demonstrates the fabrication of tin/soda-lime wire array metamaterial fibers using a high-tension localized stretching process, achieving uniform submicron wire structures (down to 143 nm diameter) for mid-infrared applications like imaging and lifetime engineering, while suppressing Plateau-Rayleigh instabilities.]","[Sn,SiO2]"
Juliano G. Hayashi  - 2019 - Towards subdiffraction imaging with wire array metamaterial hyperlenses at MIR frequencies.txt,[https://doi.org/10.1364/OE.27.021420],"[This article describes the fabrication of metamaterial magnifying hyperlenses with subwavelength wire array structures for mid-infrared operation, achieving far-field subdiffraction imaging with overall losses between 20dB to 45dB, and discusses challenges in experimental implementation.]","[Sn,Au,SiO2]"
Jun Cai  - 2015 - Biologically enabled micro- and nanostencil lithography using diatoms.txt,[http://dx.doi.org/10.1016/j.eml.2015.07.003],"[This article presents a diatom-enabled stencil lithography approach to fabricate precisely patterned gold micro- and nanostructures on silicon substrates, leveraging the intricate morphology of diatom frustules for scalable nanomanufacturing with applications in photonics and surface engineering.]","[Au,Si,PDMS,Pt]"
Jun Chen  - 2011 - Optical pulling force.txt,[https://doi.org/10.1038/NPHOTON.2011.153],"[This article demonstrates an optical pulling force (OPF) that can pull a particle towards the light source via backward scattering force, achieved through interference-enhanced forward scattering of multipoles excited by the incident beam, enabling new possibilities in optical micromanipulation.]",[polystyrene]
Jun Chen  - 2021 - High efficiency broadband near-infrared absorbers based on tunable SiO2-VO2-MoS2 multilayer metamate.txt,[https://doi.org/10.1016/j.rinp.2021.104404],"[This article proposes a high-efficiency tunable broadband near-infrared absorber using an Al mirror, SiO2-VO2 hybrid layer, and MoS2 nanostructures, achieving average absorbances of 86.5% at 75°C (800–2350 nm) and 96.6% at 25°C (800–1160 nm), with applications in camouflage and solar energy.]","[Al,SiO2,VO2,MoS2]"
Jun Dai  - 2009 - Combined whispering gallery mode laser from hexagonal ZnO microcavities.txt,[https://doi.org/10.1063/1.3264080],"[This article demonstrates a whispering gallery mode ultraviolet laser using hexagonal ZnO microrods as microcavities, achieving low threshold and high quality factor lasing at room temperature, with combined multiwavelength emission when multiple microrods are pumped simultaneously.]","[ZnO,Si]"
Jun Gou  - 2013 - Terahertz Absorption Characteristics of NiCr Film and Enhanced Absorption by Reactive Ion Etching in.txt,[https://doi.org/10.1007/s10762-013-9992-4],"[This article demonstrates the use of NiCr thin films as terahertz absorption layers in uncooled infrared microbolometers, showing optimized absorption at ~30 nm thickness and further enhanced absorption through reactive ion etching (RIE) surface treatment of the dielectric support layer.]","[NiCr,VO2,Si3N4,SiO2]"
Jun Hee Han  - 2016 - Highly conductive and flexible color filter electrode using multilayer film structure.txt,[https://doi.org/10.1038/srep29341],"[This article presents a highly conductive and flexible color filter electrode (CFE) with a multilayer structure of silver (Ag) and tungsten trioxide (WO3), achieving low sheet resistance (<2 Ω/sq.) and maintaining optical properties under bending, suitable for flexible optoelectronic applications.]","[Ag,WO3,PET]"
Jun Song  - 2020 - Broadband and Tunable Radar Absorber Based on Graphene Capacitor Integrated With Resistive Frequency.txt,[10.1109/TAP.2019.2943419],"[This article proposes a broadband and tunable radar absorber by integrating a graphene capacitor with a resistive frequency selective surface (RFSS), achieving dynamic reflectivity control from 2.9 to 15.9 GHz with an average tuning range of -4.6 to -15.3 dB, validated through simulation and experiment.]","[PET,PI,PE,Cu,PMI]"
Jun Wu  - 2013 - Polarization-dependent and -independent spectrum selective absorption based on a metallic grating st.txt,[http://dx.doi.org/10.1016/j.optcom.2013.07.012],"[This article investigates three types of spectrum selective absorbers (TE polarization, TM polarization, and polarization-independent) based on metallic grating structures for visible frequencies, achieving near-unity absorption at resonant wavelengths through hybridization of cavity mode and guide mode resonance for TE polarization and surface plasmon resonance for TM polarization.]","[Ag,SiO2]"
Jun Wu  - 2014 - Design of infrared surface plasmon resonance sensors based on graphene ribbon arrays.txt,[http://dx.doi.org/10.1016/j.optlastec.2013.12.019],"[This article presents a surface plasmon resonance (SPR) based graphene sensor for infrared wavelength, utilizing a graphene ribbon array on a quartz substrate to detect refractive index changes caused by gas or biomolecules, with dynamic tunability enabling broadband wavelength coverage and high sensitivity for both gas and low-refractive-index materials in aqueous environments.]",[SiO2]
Jun Wu and Jun Wu - 2016 - Broadband light absorption by tapered metal-dielectric multilayered grating structures.txt,[http://dx.doi.org/10.1016/j.optcom.2015.12.006],"[This article presents a polarization-insensitive broadband infrared absorber using a tapered metal-dielectric multilayered grating structure, achieving over 90% absorption in the 2749–4966 nm wavelength range and maintaining high performance across a wide range of incident angles, with potential applications in thermal emitters, IR cloaking, and solar power harvesting.]","[Au,Ge,SiO2]"
Jun Yan  - 2012 - Dual-gated bilayer graphene hot-electron bolometer.txt,[https://doi.org/10.1038/NNANO.2012.88],"[This article demonstrates a dual-gated bilayer graphene hot-electron bolometer (HEB) that exploits graphene's weak electron-phonon coupling and broadband light absorption to achieve high sensitivity (33 fW Hz?1/2 at 5 K) and fast response (>1 GHz at 10 K), outperforming commercial silicon bolometers and superconducting transition-edge sensors at similar temperatures.]","[BLG,SiO2,NiCr,Au]"
Jun Zhu  - 2021 - Broadband terahertz metamaterial absorber based on graphene resonators with perfect absorption.txt,[https://doi.org/10.1016/j.rinp.2021.104466],"[This article proposes a metamaterial absorber composed of graphene double-open rectangular ring and graphene strip cross structures, achieving a maximum spectral absorption of 99.9% and dynamic tuning by adjusting the Fermi level of graphene, with applications in thermal photovoltaics, solar cells, and sensors.]","[Au,SiO2,Si]"
Junfei Fang  - 2020 - Research on broadband tunable metamaterial absorber based on PIN diode.txt,[],"[This letter presents a broadband tunable radar absorber combining active metamaterial with passive absorbing honeycomb, achieving less than -10 dB reflectivity in the 7-22 GHz range and active tuning via PIN diode voltage adjustment.]","[FR4,Cu]"
"Junfeng Chen  - 2015 - Polarization-Independent, Thin, Broadband Metamaterial Absorber Using Double-Circle Rings Loaded wit.txt",[https://doi.org/10.1007/s11664-015-3951-x],"[This article presents a broadband metamaterial absorber (MA) using double-circle rings (DCRs) loaded with lumped resistances, achieving polarization-independent absorption with a fractional bandwidth of 60% (8.87-16.47 GHz) and maintaining performance at incidence angles up to 60°.]","[FR-4,Cu,Al]"
Jung-Tsung Shen  - 2005 - Mechanism for designing metallic metamaterials with a high index of refraction..txt,[https://doi.org/10.1103/PhysRevLett.94.197401],"[This article introduces a mechanism for creating artificial high refractive index metamaterials using subwavelength propagating modes in metallic systems, demonstrating that a perfect metal film with periodic slits can achieve frequency-independent, geometry-controlled refractive indices arbitrarily larger than 1, enabling applications in optical device miniaturization and imaging resolution improvement.]",[Au]
Junghyun Park  - 2014 - Omnidirectional Near-Unity Absorption in an Ultrathin Planar Semiconductor Layer on a Metal Substrat.txt,[https://doi.org/10.1021/ph500093d],"[This article demonstrates near-unity omnidirectional light absorption in an ultrathin 12 nm Ge layer on a Ag substrate, achieving over 98% absorption at 625 nm and maintaining high absorption across a wide range of incident angles, enabled by coupling to a Brewster mode with a flat dispersion relation, with potential applications in photodetectors and solar cells.]","[Ge,Ag]"
Junghyun Park  - 2015 - Electrically Tunable Epsilon-Near-Zero (ENZ) Metafilm Absorbers.txt,[https://doi.org/10.1038/srep15754],"[This article demonstrates an electrically-tunable metafilm absorber using indium tin oxide (ITO) embedded in plasmonic cavities, achieving up to 15% reflectance modulation by operating ITO near its epsilon-near-zero (ENZ) frequency, enabling dynamic control of light absorption for applications like optoelectronics and sensing.]","[ITO,Au,HfO2]"
Junghyun Park  - 2017 - Dynamic Reflection Phase and Polarization Control in Metasurfaces.txt,[https://doi.org/10.1021/acs.nanolett.0c00000],"[This article presents electrically tunable metasurfaces using indium-tin-oxide (ITO)-embedded gap plasmon resonator antennas to dynamically control reflection phase and polarization properties, achieving 180° phase modulation by switching between under- and over-coupling regimes via carrier density tuning.]","[Au,ITO,Al2O3,SiO2]"
Junghyun Park  - 2018 - Dynamic thermal emission control with InAs-based plasmonic metasurfaces.txt,[https://doi.org/10.1126/sciadv.aat3163],"[This article presents dynamic control of thermal emission from a plasmonic metasurface using electrically gated InAs layers, achieving a 3.6% emissivity change at 7.3 μm wavelength, with potential for high-speed operation and polarization selectivity.]","[Al,InAs,GaAs,Al2O3]"
Junho Yoon  - 2015 - Broadband Epsilon-Near-Zero Perfect Absorption in the Near-Infrared..txt,[https://doi.org/10.1038/srep12788],"[This article demonstrates tunable and broadband perfect absorption (PA) in the near-infrared region using Indium Tin Oxide (ITO) thin films with adjustable epsilon-near-zero (ENZ) wavelengths, achieving PA without structural patterning and enabling applications in sensors, photodetectors, and energy harvesting.]","[ITO,B270]"
Junjie Wang  - 2020 - Time-Domain Digital-Coding Active Frequency Selective Surface AbsorberReflector and Its Imaging Cha.txt,[https://doi.org/10.1109/TAP.2020.3037757],"[This article proposes a time-domain digital-coding active frequency selective surface (AFSS) absorber/reflector to manipulate harmonic spectral distribution, achieving flexible switching between absorbing and reflection states via FPGA-controlled coding sequences, with applications in stealth technology and radar imaging.]","[Si,FR4,PMI,BA585]"
Junming Zhao  - 2018 - Broadband microwave absorption utilizing water-based metamaterial structures..txt,[https://doi.org/10.1364/OE.26.008522],"[This article proposes broadband microwave absorbers using water-based metamaterial structures, achieving over 90% absorption from 7.5-15 GHz (water-droplet design) and 5-15 GHz (water-tube design), with polarization-insensitive and wide-angle performance, suitable for microwave stealth and electromagnetic compatibility applications.]","[FR4,Cu,PVC]"
Junqiao Wang  - 2012 - Tunable broad-band perfect absorber by exciting of multiple plasmon resonances at optical frequency.txt,[https://doi.org/10.1364/OE.20.014871],"[This article designs a broadband perfect absorber using a metal-dielectric-metal sandwich array, achieving nearly 100% absorption over a 50 nm bandwidth in the visible region by overlapping electric and magnetic dipole plasmon resonances, with potential applications in photovoltaics and sensing.]","[Au,SiO2]"
Junqiao Wang  - 2020 - Unmodified hot spot in hybridized nanorod dimer for extended surface-enhanced Raman scattering.txt,[],"[This article numerically designs a plasmonic substrate by embedding a nanorod dimer antenna into a nanoring resonator, achieving broad-spectrum electric field enhancement and consistent hot spots at different excitation frequencies for applications in surface-enhanced Raman spectroscopy and nonlinear optics.]","[Ag,SiO2]"
Junxiao Zhou  - 2019 - Optical edge detection based on high-efficiency dielectric metasurface.txt,[10.1073/pnas.1820636116],"[This article demonstrates a high-efficiency dielectric metasurface for optical edge detection, achieving broadband performance and tunable resolution through spin-orbit interactions, with potential applications in image processing and real-time object detection.]",[glass]
Junxiao Zhou  - 2020 - Metasurface enabled quantum edge detection..txt,[https://doi.org/10.1126/sciadv.abc4385],"[This article demonstrates a quantum-switchable edge detection system using polarization-entangled photons and a metasurface, enabling nonlocal switching between normal and edge-enhanced imaging modes with high signal-to-noise ratio.]","[PPKTP,Si,Au,SiO2]"
Jun‐Yu Ou  - 2011 - Reconfigurable photonic metamaterials.txt,[],"[This article introduces the first mechanically reconfigurable photonic metamaterials with tunable transmission and reflection characteristics, achieved through nanoscale movements of metamaterial components controlled by temperature, enabling reversible transmission changes in the near-infrared spectrum.]","[Au,SiN]"
Jun‐Yu Ou  - 2013 - An electromechanically reconfigurable plasmonic metamaterial operating in the near-infrared..txt,[https://doi.org/10.1038/NNANO.2013.25],"[This article introduces an electromechanically reconfigurable plasmonic metamaterial operating in the near-infrared spectrum, achieving fast modulation (up to megahertz rates) and high-contrast switching with low voltage (few volts), enabled by electrostatic actuation of nanoscale silicon nitride strings supporting gold nanostructures.]","[Au,SiN]"
Jun‐Yu Ou  - 2016 - Giant Nonlinearity of an Optically Reconfigurable Plasmonic Metamaterial.txt,[10.1002/adma.((please add manuscript number))],"[This article demonstrates a giant nano-opto-mechanical nonlinearity in a plasmonic metamaterial, enabling light modulation with light at MHz frequencies using milliwatt power levels, achieved through reversible reconfiguration of its nanostructure driven by optical forces.]","[Au,SiN]"
Jura Rensberg  - 2016 - Active Optical Metasurfaces Based on Defect-Engineered Phase-Transition Materials..txt,[https://doi.org/10.1021/acs.nanolett.6b01570],"[This article demonstrates spatially selective defect engineering of vanadium dioxide (VO?) via ion irradiation to create tunable optical metasurfaces, achieving artificial phase co-existence and thermally triggered dichroism for applications in adaptive optics and infrared devices.]","[VO2,Ar,Cs,Si,PMMA]"
Jura Rensberg  - 2017 - Epsilon-Near-Zero Substrate Engineering for Ultrathin-Film Perfect Absorbers.txt,[https://doi.org/10.1038/ncomms2642],"[This article demonstrates a strategy for designing ultra-thin anti-reflection coatings using substrates with refractive index n ? 1, achieving near-perfect absorption by suppressing reflection. Experimental verification was done using vanadium dioxide (VO?) films on aluminum-doped zinc oxide (AZO) and silica (SiO?) substrates, enabling wavelength-tunable absorption in the near- to mid-infrared range.]","[VO2,AZO,SiO2,ZnO,Al2O3]"
Justin S. White  - 2009 - Extraordinary optical absorption through subwavelength slits.txt,[https://doi.org/10.1364/OL.34.000686],"[This article demonstrates extraordinary optical absorption in subwavelength slits using resonant plasmonic structures, achieving absorption enhancements up to 1000% in silicon-filled aluminum slits, with applications in photodetectors and nanoscale light sources.]","[Al,Si]"
Justus Bohn  - 2018 - Active Tuning of Spontaneous Emission by Mie-Resonant Dielectric Metasurfaces.txt,[https://doi.org/10.1021/acs.nanolett.8b03513],"[This article demonstrates dynamic tuning of spontaneous emission from a Mie-resonant dielectric metasurface embedded in a liquid crystal cell, achieving a twofold increase in emission intensity at ~900 nm by thermally switching the liquid crystal between nematic and isotropic states.]","[Si,ITO,SiO2]"
Justyna K. Gansel  - 2009 - Gold Helix Photonic Metamaterial as Broadband Circular Polarizer.txt,[https://doi.org/10.1126/science.1177031],"[This article demonstrates a gold helix photonic metamaterial that acts as a broadband circular polarizer, blocking one circular polarization while transmitting the other over a frequency range exceeding one octave, with potential applications in compact broadband polarizers.]","[Au,ITO]"
Justyna K. Gansel  - 2012 - Tapered gold-helix metamaterials as improved circular polarizers.txt,[http://dx.doi.org/10.1063/1.3693181],"[This article demonstrates that tapered gold-helix metamaterials can serve as improved circular polarizers, achieving a bandwidth of 1.5 octaves and enhanced extinction ratios, with potential applications in polarization-sensitive devices.]",[Au]
Juveriya Parmar  - 2020 - Numerical investigation of gold metasurface based broadband near-infrared and near-visible solar abs.txt,[https://doi.org/10.1016/j.physb.2020.412248],"[This article presents a broadband solar absorber using gold metasurface resonators placed above an MgF2 substrate and tungsten ground plane, achieving high absorption (78% average) in the 300-500 THz frequency range, with cost-effectiveness enabled by the tungsten layer.]","[Au,MgF2,W]"
Ju‐Won Jeon  - 2016 - Electrically Controlled Plasmonic Behavior of Gold Nanocube@Polyaniline Nanostructures Transparent.txt,[https://doi.org/10.1021/acs.chemmater.6b00000],"[This article demonstrates electrically controlled plasmonic behavior in gold nanocube@polyaniline (AuNC@PANI) core-shell nanostructures, achieving a reversible LSPR peak shift of up to 24 nm through electrochemical modulation of the PANI shell's refractive index, while preventing plasmonic coupling between AuNC cores.]","[Au,PANI,ITO,CTAB,SDS,PEI,APTES]"
Jyotirmoy Mandal  - 2018 - Hierarchically porous polymer coatings for highly efficient passive daytime radiative cooling.txt,[https://doi.org/10.1126/science.aat9513],"[This article presents a scalable phase-inversion method to create hierarchically porous poly(vinylidene fluoride-co-hexafluoropropene) (P(VdF-HFP)) coatings for passive daytime radiative cooling (PDRC), achieving high solar reflectance (0.96) and thermal emittance (0.97), with sub-ambient cooling of ~6°C and cooling power of ~96 W m?2 under sunlight.]",[P(VdF-HFP)]
Jérémie Maire  - 2018 - Optical modulation of coherent phonon emission in optomechanical cavities.txt,[https://doi.org/10.1063/1.5046326],"[This article demonstrates a scheme to modulate coherent phonon emission in an optomechanical crystal using external optical pumping, enabling static and dynamic switching between phonon lasing, chaotic, and self-pulsing regimes with transitions as fast as 200 ns.]","[Si,PMMA,InGaAs]"
Jér?me Le Perchec  - 2008 - Why Metallic Surfaces with Grooves a Few Nanometers Deep and Wide May Strongly Absorb Visible Light.txt,[https://doi.org/10.1103/PhysRevLett.100.066408],"[This article demonstrates that nanometric silver lamellar gratings exhibit strong visible light absorption due to quasistatic surface plasmon polaritons, explaining abnormal optical absorption in flat Ag films and surface enhanced Raman scattering in rough metallic films.]",[Ag]
Jürgen Sautter  - 2015 - Active Tuning of All-Dielectric Metasurfaces.txt,[https://doi.org/10.1021/acsnano.5b01570],"[This article demonstrates dynamic tuning of electric and magnetic resonances in all-dielectric silicon-nanodisk metasurfaces using a nematic liquid crystal, achieving a maximum resonance tuning range of 40nm and transmittance intensity changes up to a factor of 5, with the ability to switch optical anisotropy via a phase transition.]",[Si]
K. J. Vinoy  - 1995 - Trends in radar absorbing materials technology.txt,[Not provided in the text],"[This article reviews the evolution, design principles, and applications of Radar Absorbing Materials (RAMs), covering resonant and broad-band absorbers, chiral materials, and measurement techniques, with a focus on RCS reduction for aerospace and other applications.]","[TiO2Fe,Al,C,Si,ferrites,polyurethane,polystyrene,polyacrylonitrile,rubber,neoprene,urethane,fluoroelastomer,polypyrrole,polyaniline,polyacrylthiophenes]"
K. S. Joseph Wilson  - 2018 - Dynamic structural colour using vanadium dioxide thin films.txt,[],"[This article investigates a thin film stack of Indium Tin Oxide (ITO) and Vanadium Oxide (VO?) on a silver back-reflector for dynamic structural color, demonstrating a 25% reflectance change at 550 nm upon VO? phase transition, offering a lower-power alternative to traditional phase change materials like GST.]","[ITO,VO2,Ag,Si]"
K. Savage  - 2012 - Revealing the quantum regime in tunnelling plasmonics.txt,[https://doi.org/10.1038/nature11653],"[This article reveals the quantum regime in tunnelling plasmonics by simultaneously measuring the electrical and optical properties of two gold nanostructures with subnanometre separation, demonstrating quantum-tunnelling-induced plasmonics and establishing a quantum limit for plasmonic field confinement.]",[Au]
K. Scott Phillips and K. Scott Phillips - 2008 - Jirí Homola (Ed.) Surface plasmon resonance-based sensors.txt,[https://doi.org/10.1007/s00216-007-1821-y],"[This book provides comprehensive coverage of surface plasmon resonance (SPR) techniques, including theory, instrumentation, sensor surface preparation, and applications in biomolecular interaction analysis, environmental monitoring, food safety, and medical diagnostics.]",[]
K. Shportko  - 2008 - Resonant bonding in crystalline phase-change materials.txt,[https://doi.org/10.1038/nmat2226],"[This article reports that phase-change materials exhibit a significantly larger optical dielectric constant in their crystalline phases compared to amorphous phases due to resonant bonding effects, enabling rapid switching between states for applications in non-volatile memory and optical data storage.]","[Au,GeTe,Ge2Sb2Te5,Ge1Sb2Te4,Ge2Sb2Te4,Ge3Sb4Te8,Ge15Sb85,Ag5In6Sb59Te30,AgInTe2]"
